questionId,optionId,dimensionCode,subdimensionCode,variantType,primarySignal,secondarySignals,primaryAxisContribution,secondaryAxisModifiers,signalStrength,confidenceBand,sensitivityHandling,reviewRouting,crossFamilyHandling,safetyNotes,correctionNotes
Q014,A,DR,DR_ROUTINE_ANCHOR,recovery_adjustment,routine_anchor,"small_start, method_shift","[recovery_adjustment_axis] + [rhythm_structure_axis, recovery_margin_axis]",method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,public_safe,needs_review,modifier_only,no_therapy_or_wellness_prescription; confidence_not_intensity,"DR/CL high-strength recalibrated from 3 to 2 because evidence is contextual, broad, modifier-heavy, or cross-family contained; confidenceBand decoupled from signalStrength: H -> M; reviewRouting recalibrated: none -> needs_review; routing is privacy review, not score"
Q014,B,DR,DR_ROUTINE_ANCHOR,recovery_adjustment,routine_flexibility,method_shift,"[recovery_adjustment_axis] + [rhythm_structure_axis, recovery_margin_axis]",method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,public_safe,needs_review,modifier_only,no_therapy_or_wellness_prescription; confidence_not_intensity,"DR/CL high-strength recalibrated from 3 to 2 because evidence is contextual, broad, modifier-heavy, or cross-family contained; confidenceBand decoupled from signalStrength: H -> M; reviewRouting recalibrated: none -> needs_review; routing is privacy review, not score"
Q014,C,DR,DR_ROUTINE_ANCHOR,recovery_adjustment,routine_disruption,method_shift,"[recovery_adjustment_axis] + [rhythm_structure_axis, recovery_margin_axis]",method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,public_safe,needs_review,modifier_only,no_therapy_or_wellness_prescription; confidence_not_intensity,"DR/CL high-strength recalibrated from 3 to 2 because evidence is contextual, broad, modifier-heavy, or cross-family contained; confidenceBand decoupled from signalStrength: H -> M; reviewRouting recalibrated: none -> needs_review; routing is privacy review, not score"
Q014,D,DR,DR_ROUTINE_ANCHOR,recovery_adjustment,social_rhythm_modulation,"social_modulation, schedule_reframe, method_shift","[recovery_adjustment_axis, social_context_modulation_axis] + [rhythm_structure_axis, social_distance_axis, recovery_margin_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_low,needs_review,modifier_only,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; confidence_not_intensity,"DR/CL high-strength recalibrated from 3 to 2 because evidence is contextual, broad, modifier-heavy, or cross-family contained; confidenceBand decoupled from signalStrength: H -> M"
Q014,E,DR,DR_ROUTINE_ANCHOR,recovery_adjustment,schedule_reframe,method_shift,"[recovery_adjustment_axis] + [rhythm_structure_axis, recovery_margin_axis]",method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,public_safe,needs_review,modifier_only,no_therapy_or_wellness_prescription; confidence_not_intensity,"DR/CL high-strength recalibrated from 3 to 2 because evidence is contextual, broad, modifier-heavy, or cross-family contained; confidenceBand decoupled from signalStrength: H -> M; reviewRouting recalibrated: none -> needs_review; routing is privacy review, not score"
Q015,A,DR,DR_ROUTINE_ANCHOR,reflection_revisit,routine_anchor,"later_review, self_observation_strength","[awareness_reflection_axis] + [rhythm_structure_axis, awareness_reflection_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_low,needs_review,modifier_only,no_maturity_superiority_fixed_identity_or_compliance_framing,unchanged
Q015,B,DR,DR_ROUTINE_ANCHOR,reflection_revisit,routine_flexibility,"small_start, later_review, self_observation_strength","[awareness_reflection_axis] + [rhythm_structure_axis, awareness_reflection_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_low,needs_review,modifier_only,no_maturity_superiority_fixed_identity_or_compliance_framing,unchanged
Q015,C,DR,DR_ROUTINE_ANCHOR,reflection_revisit,routine_disruption,"later_review, self_observation_strength","[awareness_reflection_axis] + [rhythm_structure_axis, awareness_reflection_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_low,needs_review,modifier_only,no_maturity_superiority_fixed_identity_or_compliance_framing,unchanged
Q015,D,DR,DR_ROUTINE_ANCHOR,reflection_revisit,social_rhythm_modulation,"social_modulation, later_review, self_observation_strength","[awareness_reflection_axis, social_context_modulation_axis] + [rhythm_structure_axis, social_distance_axis, awareness_reflection_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_low,needs_review,modifier_only,no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing,unchanged
Q015,E,DR,DR_ROUTINE_ANCHOR,reflection_revisit,schedule_reframe,"later_review, self_observation_strength","[awareness_reflection_axis] + [rhythm_structure_axis, awareness_reflection_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_low,needs_review,modifier_only,no_maturity_superiority_fixed_identity_or_compliance_framing,unchanged
Q016,A,CL,CL_OPTION_LOAD,core_behavior,criteria_based_choice,none,[baseline_tendency_axis] + [clarity_decision_axis],none,3,H,public_safe,none,native_source_contribution,internal_private_no_public_copy,unchanged
Q016,B,CL,CL_OPTION_LOAD,core_behavior,option_overload,none,[baseline_tendency_axis] + [clarity_decision_axis],none,3,H,public_safe,none,native_source_contribution,internal_private_no_public_copy,unchanged
Q016,C,CL,CL_OPTION_LOAD,core_behavior,reversible_choice,small_start,"[baseline_tendency_axis] + [clarity_decision_axis, rhythm_structure_axis]",small_start: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,public_safe,none,modifier_only,internal_private_no_public_copy; confidence_not_intensity,"DR/CL high-strength recalibrated from 3 to 2 because evidence is contextual, broad, modifier-heavy, or cross-family contained; confidenceBand decoupled from signalStrength: H -> M"
Q016,D,CL,CL_OPTION_LOAD,core_behavior,social_input_sensitive,social_modulation,"[baseline_tendency_axis, social_context_modulation_axis] + [clarity_decision_axis, social_distance_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_low,needs_review,modifier_only,no_reply_or_contact_advice; confidence_not_intensity,"DR/CL high-strength recalibrated from 3 to 2 because evidence is contextual, broad, modifier-heavy, or cross-family contained; confidenceBand decoupled from signalStrength: H -> M"
Q016,E,CL,CL_OPTION_LOAD,core_behavior,decision_pause,none,[baseline_tendency_axis] + [clarity_decision_axis],none,2,M,public_safe,none,native_source_contribution,internal_private_no_public_copy; confidence_not_intensity,"DR/CL high-strength recalibrated from 3 to 2 because evidence is contextual, broad, modifier-heavy, or cross-family contained; confidenceBand decoupled from signalStrength: H -> M"
Q017,A,CL,CL_OPTION_LOAD,scenario_pressure,criteria_based_choice,"criteria_awareness, small_start","[pressure_response_axis] + [clarity_decision_axis, rhythm_structure_axis]",small_start: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,public_safe,none,modifier_only,internal_private_no_public_copy; confidence_not_intensity,"DR/CL high-strength recalibrated from 3 to 2 because evidence is contextual, broad, modifier-heavy, or cross-family contained; confidenceBand decoupled from signalStrength: H -> M"
Q017,B,CL,CL_OPTION_LOAD,scenario_pressure,option_overload,none,[pressure_response_axis] + [clarity_decision_axis],none,3,H,public_safe,none,native_source_contribution,internal_private_no_public_copy,unchanged
Q017,C,CL,CL_OPTION_LOAD,scenario_pressure,reversible_choice,none,[pressure_response_axis] + [clarity_decision_axis],none,3,H,public_safe,none,native_source_contribution,internal_private_no_public_copy,unchanged
Q017,D,CL,CL_OPTION_LOAD,scenario_pressure,social_input_sensitive,social_modulation,"[pressure_response_axis, social_context_modulation_axis] + [clarity_decision_axis, social_distance_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_low,needs_review,modifier_only,no_reply_or_contact_advice; confidence_not_intensity,"DR/CL high-strength recalibrated from 3 to 2 because evidence is contextual, broad, modifier-heavy, or cross-family contained; confidenceBand decoupled from signalStrength: H -> M"
Q017,E,CL,CL_OPTION_LOAD,scenario_pressure,decision_pause,none,[pressure_response_axis] + [clarity_decision_axis],none,2,M,public_safe,none,native_source_contribution,internal_private_no_public_copy; confidence_not_intensity,"DR/CL high-strength recalibrated from 3 to 2 because evidence is contextual, broad, modifier-heavy, or cross-family contained; confidenceBand decoupled from signalStrength: H -> M"
Q018,A,CL,CL_OPTION_LOAD,social_contextual,criteria_based_choice,criteria_awareness,[social_context_modulation_axis] + [clarity_decision_axis],modifier_only: criteria_awareness,2,M,public_safe,none,native_source_contribution,internal_private_no_public_copy,unchanged
Q018,B,CL,CL_OPTION_LOAD,social_contextual,option_overload,none,[social_context_modulation_axis] + [clarity_decision_axis],none,2,M,public_safe,none,native_source_contribution,internal_private_no_public_copy,unchanged
Q018,C,CL,CL_OPTION_LOAD,social_contextual,reversible_choice,none,[social_context_modulation_axis] + [clarity_decision_axis],none,2,M,public_safe,none,native_source_contribution,internal_private_no_public_copy,unchanged
Q018,D,CL,CL_OPTION_LOAD,social_contextual,social_input_sensitive,social_modulation,"[social_context_modulation_axis] + [clarity_decision_axis, social_distance_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_low,needs_review,modifier_only,no_reply_or_contact_advice,unchanged
Q018,E,CL,CL_OPTION_LOAD,social_contextual,decision_pause,inner_weight_accumulation,"[social_context_modulation_axis] + [clarity_decision_axis, emotional_load_axis]",inner_weight_accumulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_review,modifier_only,non_clinical_emotional_load_boundary; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q019,A,CL,CL_OPTION_LOAD,recovery_adjustment,criteria_based_choice,method_shift,"[recovery_adjustment_axis] + [clarity_decision_axis, recovery_margin_axis]",method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,public_safe,needs_review,modifier_only,no_therapy_or_wellness_prescription; confidence_not_intensity,"DR/CL high-strength recalibrated from 3 to 2 because evidence is contextual, broad, modifier-heavy, or cross-family contained; confidenceBand decoupled from signalStrength: H -> M; reviewRouting recalibrated: none -> needs_review; routing is privacy review, not score"
